Timestamp,Temperature,Vibrations,Pressure,Current,Operating_Time,Humidity,Noise_Level,Energy_Consumption,Pump_Type,Location,State
2024-01-01 18:00:00,45.46,3.16,3.14,11.01,19.28,56.69,68.44,0.01,Piston,Zone A,0
2024-01-01 19:00:00,43.11,3.4,4.4,11.79,20.74,52.1,,0.01,Centrifuge,Zone A,0
2024-01-01 20:00:00,58.0,2.94,4.27,12.68,21.6,52.06,79.28,0.01,Centrifuge,Zone B,0
2024-01-01 21:00:00,50.34,2.26,3.8,12.13,22.49,55.38,63.73,0.01,Centrifuge,Zone B,0
2024-01-01 22:00:00,52.84,2.81,4.18,13.31,23.64,43.29,72.97,0.01,Centrifuge,Zone B,0
2024-01-01 23:00:00,46.58,1.4,3.53,,24.56,42.86,72.77,0.01,Centrifuge,Zone C,0
2024-01-02 00:00:00,52.28,5.28,3.88,12.5,26.01,64.25,86.77,0.01,Diaphragm,Zone B,0
2024-01-02 01:00:00,56.85,1.77,4.24,10.75,27.4,68.64,64.61,0.01,Centrifuge,Zone C,0
2024-01-02 02:00:00,51.75,1.97,3.62,12.09,28.42,,66.87,0.01,Centrifuge,Zone A,0
2024-01-02 03:00:00,60.41,2.56,3.37,12.74,29.56,43.31,74.08,0.01,Diaphragm,Zone A,0
2024-01-02 04:00:00,56.33,4.29,2.65,11.79,30.12,61.43,69.0,0.01,Centrifuge,Zone B,0
2024-01-02 05:00:00,58.37,3.01,3.46,12.55,31.32,55.34,67.68,0.01,Centrifuge,Zone A,0
2024-01-02 06:00:00,56.99,1.76,3.91,11.04,32.52,56.76,74.79,0.01,Centrifuge,Zone A,0
2024-01-02 07:00:00,69.09,4.25,3.97,10.34,33.38,58.97,68.67,0.01,Piston,Zone C,0
2024-01-02 08:00:00,59.26,3.73,3.75,12.56,34.1,47.59,65.54,0.01,Centrifuge,Zone B,0
2024-01-02 09:00:00,53.25,3.54,3.23,13.74,35.52,53.3,73.63,0.01,Piston,Zone A,0
2024-01-02 10:00:00,61.61,3.72,2.51,,36.44,52.52,71.88,0.01,Diaphragm,Zone B,0
2024-01-02 11:00:00,50.19,5.39,3.25,13.22,37.6,41.42,68.44,0.02,Centrifuge,Zone A,0
2024-01-02 12:00:00,56.04,10.45,5.98,12.04,38.13,53.15,89.99,0.01,Centrifuge,Zone B,2
2024-01-02 13:00:00,43.91,2.31,3.34,10.66,39.04,62.38,,0.01,Diaphragm,Zone A,0
2024-01-02 14:00:00,87.78,4.62,3.81,,40.36,73.82,93.18,0.01,Piston,Zone A,1
2024-01-02 15:00:00,52.45,3.38,4.49,12.02,41.25,51.53,68.2,0.01,Centrifuge,Zone A,0
2024-01-02 16:00:00,74.96,3.5,3.56,,42.35,52.07,66.15,0.02,Centrifuge,Zone C,3
2024-01-02 17:00:00,51.03,1.31,3.39,10.69,43.06,47.15,63.57,0.01,Centrifuge,Zone A,0
2024-01-02 18:00:00,49.42,2.83,3.37,10.31,43.98,56.77,71.96,0.01,Centrifuge,Zone B,0
2024-01-02 19:00:00,48.66,2.19,3.56,11.15,45.41,43.2,67.46,0.01,Piston,Zone A,0
2024-01-02 20:00:00,43.28,3.83,3.09,12.19,46.47,,59.94,0.01,Centrifuge,Zone A,0
2024-01-02 21:00:00,47.87,4.07,3.56,11.99,47.88,56.26,63.98,0.01,Centrifuge,Zone B,0
2024-01-02 22:00:00,50.2,0.93,3.73,11.5,49.28,40.63,68.83,0.01,Piston,Zone B,0
2024-01-02 23:00:00,58.99,2.98,,12.2,50.72,66.98,68.97,0.01,Centrifuge,Zone B,0
2024-01-03 00:00:00,56.72,10.72,5.73,13.04,52.12,51.68,91.05,0.02,Diaphragm,Zone C,2
2024-01-03 01:00:00,47.48,2.81,3.72,12.39,52.62,42.77,68.09,0.01,Diaphragm,Zone A,0
2024-01-03 02:00:00,59.12,,2.61,11.88,54.05,61.05,62.62,0.01,Centrifuge,Zone A,0
2024-01-03 03:00:00,56.61,13.79,5.63,12.93,54.69,54.95,97.87,0.02,Centrifuge,Zone C,2
2024-01-03 04:00:00,55.95,3.34,3.16,11.04,55.23,32.28,,0.01,Centrifuge,Zone C,0
2024-01-03 05:00:00,62.89,2.73,2.95,11.78,55.79,44.74,75.18,0.01,Piston,Zone B,0
2024-01-03 06:00:00,,1.78,2.95,11.8,56.64,52.79,72.89,0.01,Diaphragm,Zone B,0
2024-01-03 07:00:00,64.49,1.88,3.72,10.76,57.76,28.4,72.45,0.01,Centrifuge,Zone A,0
2024-01-03 08:00:00,55.13,3.71,,11.58,58.66,50.85,74.52,0.01,Diaphragm,Zone B,0
2024-01-03 09:00:00,56.99,3.02,2.66,9.93,59.18,51.58,64.4,0.01,Diaphragm,Zone A,0
2024-01-03 10:00:00,59.16,2.86,3.74,13.91,60.16,38.17,70.16,0.02,Centrifuge,Zone C,0
2024-01-03 11:00:00,61.17,2.58,2.78,11.06,61.1,52.71,64.4,0.01,Centrifuge,Zone A,0
2024-01-03 12:00:00,52.6,2.69,3.57,13.59,62.36,50.07,64.49,0.02,Diaphragm,Zone A,0
2024-01-03 13:00:00,52.78,4.05,3.62,12.04,63.14,38.09,71.84,0.01,Centrifuge,Zone B,0
2024-01-03 14:00:00,46.97,2.66,3.94,12.56,63.86,59.2,74.73,0.01,Piston,Zone A,0
2024-01-03 15:00:00,45.48,1.66,4.39,11.51,64.61,58.38,69.03,0.01,Diaphragm,Zone B,0
2024-01-03 16:00:00,54.73,13.25,6.51,12.21,65.42,47.1,94.58,0.01,Centrifuge,Zone C,2
2024-01-03 17:00:00,56.95,2.8,3.47,12.65,66.52,48.01,71.06,0.01,Piston,Zone B,0
2024-01-03 18:00:00,49.64,3.03,,12.66,67.49,57.26,66.12,0.01,Centrifuge,Zone C,0
2024-01-03 19:00:00,55.19,10.46,6.1,12.77,68.32,,86.75,0.01,Piston,Zone A,2
2024-01-03 20:00:00,52.48,2.98,3.61,11.63,69.2,30.69,75.09,0.01,Centrifuge,Zone A,0
2024-01-03 21:00:00,48.24,3.29,3.32,11.52,70.07,54.87,70.64,0.01,Diaphragm,Zone C,0
2024-01-03 22:00:00,54.31,1.82,3.28,10.41,71.54,41.87,73.38,0.01,Diaphragm,Zone A,0
2024-01-03 23:00:00,61.4,2.78,2.94,12.52,72.27,46.1,,0.01,Centrifuge,Zone B,0
2024-01-04 00:00:00,54.82,3.61,3.99,13.08,73.59,64.58,71.22,0.02,Centrifuge,Zone B,0
2024-01-04 01:00:00,64.12,1.44,3.73,13.62,74.8,48.66,67.44,,Diaphragm,Zone B,0
2024-01-04 02:00:00,44.4,3.2,3.96,12.31,75.31,50.02,63.03,0.01,Diaphragm,Zone B,0
2024-01-04 03:00:00,62.65,3.1,3.34,11.23,76.8,55.1,69.69,0.01,Centrifuge,Zone B,0
2024-01-04 04:00:00,59.77,3.04,3.17,10.3,78.06,55.05,75.46,0.01,Piston,Zone C,0
2024-01-04 05:00:00,58.33,4.04,2.96,13.04,79.24,40.81,81.33,0.01,Diaphragm,Zone A,0
2024-01-04 06:00:00,60.46,3.33,3.68,10.2,80.14,49.4,71.21,0.01,Centrifuge,Zone B,0
2024-01-04 07:00:00,49.89,4.48,2.98,11.66,81.2,50.36,66.45,0.01,Diaphragm,Zone A,0
2024-01-04 08:00:00,58.23,2.01,4.42,11.78,81.95,52.72,66.15,0.01,Centrifuge,Zone B,0
2024-01-04 09:00:00,60.32,3.14,2.85,,82.49,52.89,74.82,0.01,Piston,Zone A,0
2024-01-04 10:00:00,64.89,3.08,3.64,12.04,83.82,75.87,65.02,0.01,Centrifuge,Zone B,0
2024-01-04 11:00:00,53.7,1.93,4.28,12.14,85.22,,73.11,0.01,Centrifuge,Zone A,0
2024-01-04 12:00:00,,3.96,3.8,9.58,85.88,59.8,71.47,0.01,Centrifuge,Zone A,0
2024-01-04 13:00:00,51.2,5.32,3.59,12.01,87.17,61.83,70.92,,Piston,Zone B,0
2024-01-04 14:00:00,57.08,2.98,3.02,9.77,88.41,54.93,62.16,0.01,Centrifuge,Zone A,0
2024-01-04 15:00:00,53.11,3.51,2.81,12.73,89.09,43.5,68.22,,Centrifuge,Zone B,0
2024-01-04 16:00:00,,3.08,3.89,11.44,90.01,66.65,62.71,0.01,Centrifuge,Zone B,0
2024-01-04 17:00:00,52.74,,4.25,9.84,90.93,28.08,67.06,0.01,Centrifuge,Zone A,0
2024-01-04 18:00:00,50.49,1.18,3.28,11.19,92.19,43.17,74.59,0.01,Centrifuge,Zone A,0
2024-01-04 19:00:00,55.01,2.29,2.93,,93.53,61.72,76.16,0.01,Diaphragm,Zone C,0
2024-01-04 20:00:00,47.16,1.61,2.27,13.19,94.13,46.3,71.07,0.01,Centrifuge,Zone C,0
2024-01-04 21:00:00,49.83,4.7,3.01,12.2,95.19,65.96,67.15,0.01,Diaphragm,Zone A,0
2024-01-04 22:00:00,50.54,2.88,3.44,12.34,96.45,34.88,77.94,0.01,Centrifuge,Zone A,0
2024-01-04 23:00:00,46.39,2.65,4.3,13.18,97.74,38.88,67.08,0.01,Diaphragm,Zone A,0
2024-01-05 00:00:00,56.48,3.89,3.84,11.9,98.39,44.68,,0.01,Centrifuge,Zone B,0
2024-01-05 01:00:00,,11.21,6.11,12.75,99.41,54.17,93.48,0.01,Diaphragm,Zone B,2
2024-01-05 02:00:00,57.53,2.23,3.3,12.68,100.77,47.78,72.29,0.01,Centrifuge,Zone A,0
2024-01-05 03:00:00,57.36,3.07,3.21,10.71,101.59,45.1,67.29,0.01,Centrifuge,Zone A,0
2024-01-05 04:00:00,52.25,4.03,4.2,13.47,102.51,64.2,70.5,0.02,Centrifuge,Zone C,0
2024-01-05 05:00:00,57.73,3.5,3.6,10.58,103.82,65.13,72.21,0.01,Centrifuge,Zone B,0
2024-01-05 06:00:00,72.92,3.25,,17.22,104.41,45.86,71.02,0.02,Centrifuge,Zone B,3
2024-01-05 07:00:00,55.82,3.08,3.16,10.48,105.77,32.9,72.29,0.01,Diaphragm,Zone A,0
2024-01-05 08:00:00,58.52,3.4,3.07,12.6,106.58,28.43,67.47,0.01,Diaphragm,Zone B,0
2024-01-05 09:00:00,60.56,,3.23,13.86,107.08,52.39,72.63,0.01,Centrifuge,Zone B,0
2024-01-05 10:00:00,66.93,1.97,3.78,11.79,107.81,56.56,70.09,0.01,Centrifuge,Zone B,0
2024-01-05 11:00:00,57.17,3.05,3.45,11.74,108.4,50.63,67.64,0.01,Diaphragm,Zone B,0
2024-01-05 12:00:00,56.29,1.93,3.46,12.61,108.99,49.29,68.77,0.01,Piston,Zone B,0
2024-01-05 13:00:00,53.33,3.08,4.16,11.67,110.19,41.95,69.51,0.01,Centrifuge,Zone B,0
2024-01-05 14:00:00,42.91,2.52,3.15,13.82,110.9,56.55,62.77,0.01,Centrifuge,Zone A,0
2024-01-05 15:00:00,51.33,10.49,5.94,12.19,112.34,66.78,93.36,0.01,Centrifuge,Zone C,2
2024-01-05 16:00:00,50.97,2.96,3.16,11.68,113.35,27.83,70.32,0.01,Centrifuge,Zone C,0
2024-01-05 17:00:00,62.49,1.6,3.54,11.46,114.31,49.22,63.25,0.01,Centrifuge,Zone B,0
2024-01-05 18:00:00,49.04,2.87,3.36,11.07,115.25,40.3,66.9,0.01,Piston,Zone A,0
2024-01-05 19:00:00,86.9,3.52,3.56,11.37,116.44,60.91,89.86,0.01,Centrifuge,Zone A,1
2024-01-05 20:00:00,50.5,4.67,3.72,11.65,117.39,38.7,64.35,0.01,Centrifuge,Zone C,0
2024-01-05 21:00:00,45.62,2.41,3.72,11.51,118.02,53.8,68.08,0.01,Piston,Zone C,0
2024-01-05 22:00:00,58.21,1.42,3.12,11.34,119.4,54.05,65.83,0.01,Centrifuge,Zone A,0
2024-01-05 23:00:00,57.47,,2.94,14.1,120.33,64.6,69.42,0.01,Centrifuge,Zone B,0
2024-01-06 00:00:00,58.96,1.62,4.75,,120.9,50.09,65.93,0.01,Centrifuge,Zone B,0
2024-01-06 01:00:00,51.75,2.56,3.26,12.15,121.93,32.42,68.78,0.01,Centrifuge,Zone A,0
2024-01-06 02:00:00,64.51,2.74,3.85,12.59,123.08,47.62,,0.01,Diaphragm,Zone B,0
2024-01-06 03:00:00,51.53,2.93,2.7,12.63,123.85,36.14,,0.01,Centrifuge,Zone B,0
2024-01-06 04:00:00,62.26,3.69,3.36,11.94,125.16,37.93,70.41,0.01,Diaphragm,Zone A,0
2024-01-06 05:00:00,70.78,2.32,3.44,11.76,126.32,55.81,64.99,0.01,Diaphragm,Zone A,0
2024-01-06 06:00:00,55.05,2.73,3.74,12.45,127.48,51.94,74.2,0.01,Centrifuge,Zone A,0
2024-01-06 07:00:00,57.0,2.99,2.14,12.27,128.4,55.88,65.21,0.01,Diaphragm,Zone C,0
2024-01-06 08:00:00,59.83,3.15,3.58,11.74,129.86,46.43,62.18,0.01,Diaphragm,Zone B,0
2024-01-06 09:00:00,56.02,3.1,2.93,10.44,130.63,57.91,69.98,0.01,Piston,Zone B,0
2024-01-06 10:00:00,73.79,3.44,3.66,18.35,131.71,45.87,79.54,0.02,Centrifuge,Zone B,3
2024-01-06 11:00:00,56.64,3.84,2.98,10.85,132.52,,60.86,0.01,Centrifuge,Zone C,0
2024-01-06 12:00:00,49.69,3.39,3.07,11.33,133.76,53.45,63.35,0.01,Piston,Zone A,0
2024-01-06 13:00:00,56.07,13.15,,12.03,134.31,47.93,88.8,0.01,Centrifuge,Zone A,2
2024-01-06 14:00:00,47.9,1.42,2.97,12.36,134.86,52.12,66.79,0.01,Centrifuge,Zone A,0
2024-01-06 15:00:00,59.21,3.05,3.26,13.78,136.17,49.82,73.06,0.01,Diaphragm,Zone C,0
2024-01-06 16:00:00,46.75,3.48,2.9,11.46,137.1,65.96,65.81,0.01,Centrifuge,Zone B,0
2024-01-06 17:00:00,48.56,3.73,2.58,12.77,137.94,52.45,70.71,0.01,Centrifuge,Zone B,0
2024-01-06 18:00:00,54.07,2.31,4.01,12.31,139.05,49.98,78.72,0.01,Piston,Zone A,0
2024-01-06 19:00:00,44.02,2.34,2.85,13.3,140.25,47.62,64.03,0.01,Diaphragm,Zone B,0
2024-01-06 20:00:00,51.81,2.43,3.41,,140.95,58.43,75.12,0.01,Diaphragm,Zone A,0
2024-01-06 21:00:00,58.0,3.54,3.88,10.99,141.64,57.08,73.4,0.01,Centrifuge,Zone B,0
2024-01-06 22:00:00,44.46,4.03,3.19,10.28,143.1,47.26,62.55,0.01,Diaphragm,Zone A,0
2024-01-06 23:00:00,54.63,2.59,3.09,12.31,144.19,38.44,72.79,,Diaphragm,Zone B,0
2024-01-07 00:00:00,56.3,14.09,6.58,11.47,145.08,40.98,98.1,0.01,Centrifuge,Zone B,2
2024-01-07 01:00:00,60.2,,4.06,11.02,146.38,48.16,,0.01,Centrifuge,Zone C,0
2024-01-07 02:00:00,51.32,2.88,2.92,10.73,147.4,63.49,71.68,0.01,Diaphragm,Zone A,0
2024-01-07 03:00:00,51.93,2.79,3.42,12.16,148.15,47.5,68.25,0.01,Centrifuge,Zone B,0
2024-01-07 04:00:00,,3.75,2.63,13.51,148.85,44.06,70.35,0.02,Centrifuge,Zone C,0
2024-01-07 05:00:00,61.31,3.33,3.3,11.59,149.75,32.39,71.21,0.01,Centrifuge,Zone A,0
2024-01-07 06:00:00,61.25,5.28,3.52,12.59,151.11,65.14,73.73,0.01,Centrifuge,Zone B,0
2024-01-07 07:00:00,61.56,2.15,3.07,11.9,151.67,55.69,62.36,0.01,Centrifuge,Zone B,0
2024-01-07 08:00:00,55.93,3.52,3.27,10.71,152.39,57.96,76.45,,Piston,Zone A,0
2024-01-07 09:00:00,59.7,2.47,2.8,12.73,153.78,59.62,64.22,0.01,Centrifuge,Zone A,0
2024-01-07 10:00:00,58.97,2.13,3.54,10.91,154.4,48.35,73.81,,Centrifuge,Zone A,0
2024-01-07 11:00:00,52.72,2.99,4.03,12.02,155.53,50.85,70.4,,Centrifuge,Zone B,0
2024-01-07 12:00:00,,,,11.66,156.25,64.89,63.59,0.01,Centrifuge,Zone A,0
2024-01-07 13:00:00,56.08,5.92,3.19,12.89,157.35,51.8,72.64,0.01,Centrifuge,Zone A,0
2024-01-07 14:00:00,46.54,2.82,3.75,10.94,158.24,,65.27,0.01,Centrifuge,Zone B,0
2024-01-07 15:00:00,84.42,1.87,4.11,12.39,158.84,72.04,99.62,0.01,Centrifuge,Zone A,1
2024-01-07 16:00:00,83.54,3.27,2.75,11.16,159.92,64.26,92.96,0.01,Centrifuge,Zone A,1
2024-01-07 17:00:00,54.11,0.93,3.42,11.49,161.1,48.72,62.53,0.01,Centrifuge,Zone A,0
2024-01-07 18:00:00,55.79,2.91,3.64,8.36,162.28,49.66,77.67,0.01,Piston,Zone C,0
2024-01-07 19:00:00,46.07,3.02,3.45,14.09,163.42,57.78,70.91,0.01,Centrifuge,Zone A,0
2024-01-07 20:00:00,55.49,10.01,6.76,12.55,164.42,57.76,99.05,0.01,Diaphragm,Zone A,2
2024-01-07 21:00:00,53.53,3.97,3.75,,165.44,61.68,65.74,0.01,Centrifuge,Zone A,0
2024-01-07 22:00:00,56.61,2.5,4.26,10.88,166.58,55.51,60.54,0.01,Centrifuge,Zone A,0
2024-01-07 23:00:00,63.19,,3.56,11.5,167.77,55.97,78.38,0.01,Diaphragm,Zone B,0
2024-01-08 00:00:00,53.77,2.23,2.98,12.72,168.92,45.54,69.97,0.01,Centrifuge,Zone C,0
2024-01-08 01:00:00,52.53,1.87,3.24,10.11,170.01,44.19,72.46,0.01,Centrifuge,Zone B,0
2024-01-08 02:00:00,53.05,,4.38,11.86,170.66,57.81,73.28,0.01,Centrifuge,Zone B,0
2024-01-08 03:00:00,54.46,1.73,3.95,13.77,171.37,44.26,68.32,0.01,Centrifuge,Zone A,0
2024-01-08 04:00:00,58.94,2.59,3.82,10.87,172.13,49.79,71.13,0.01,Diaphragm,Zone A,0
2024-01-08 05:00:00,61.54,2.0,3.68,12.08,173.55,63.79,77.97,0.01,Diaphragm,Zone A,0
2024-01-08 06:00:00,61.38,,3.17,14.2,174.81,62.21,69.84,0.02,Centrifuge,Zone B,0
2024-01-08 07:00:00,,4.8,3.4,12.63,175.87,53.02,74.71,0.01,Centrifuge,Zone B,0
2024-01-08 08:00:00,59.4,1.7,3.46,12.13,176.62,47.04,60.04,0.01,Piston,Zone A,0
2024-01-08 09:00:00,,1.15,3.77,12.51,177.23,48.77,75.62,0.01,Centrifuge,Zone A,0
2024-01-08 10:00:00,69.68,2.88,4.25,17.94,178.63,58.68,62.39,0.03,Diaphragm,Zone A,3
2024-01-08 11:00:00,,3.02,4.06,13.3,180.02,49.64,75.05,,Piston,Zone B,0
2024-01-08 12:00:00,58.13,3.22,2.79,11.6,180.63,44.42,71.95,0.01,Centrifuge,Zone B,0
2024-01-08 13:00:00,49.42,2.55,,,181.93,62.16,69.52,0.01,Centrifuge,Zone B,0
2024-01-08 14:00:00,75.68,2.8,3.87,11.61,182.88,62.76,93.39,0.01,Piston,Zone B,1
2024-01-08 15:00:00,53.88,3.37,3.81,11.03,183.7,44.23,68.74,0.01,Centrifuge,Zone A,0
2024-01-08 16:00:00,,4.04,3.19,,184.94,54.79,65.9,0.01,Centrifuge,Zone C,0
2024-01-08 17:00:00,53.74,1.04,4.96,11.74,186.05,59.71,68.97,0.01,Centrifuge,Zone A,0
2024-01-08 18:00:00,52.37,2.63,2.86,13.2,187.33,,81.04,0.01,Centrifuge,Zone A,0
2024-01-08 19:00:00,49.81,3.21,2.96,12.7,187.91,48.0,76.51,0.01,Piston,Zone C,0
2024-01-08 20:00:00,46.44,2.08,3.62,12.26,188.73,47.53,65.64,0.01,Centrifuge,Zone A,0
2024-01-08 21:00:00,43.89,4.73,4.56,12.0,189.55,54.52,71.34,0.01,Centrifuge,Zone B,0
2024-01-08 22:00:00,50.27,2.36,3.08,10.94,190.38,,70.48,0.01,Diaphragm,Zone C,0
2024-01-08 23:00:00,57.99,2.96,3.37,9.82,191.38,44.49,69.29,0.01,Centrifuge,Zone B,0
2024-01-09 00:00:00,56.07,3.56,4.04,12.11,192.16,35.07,64.99,0.01,Diaphragm,Zone A,0
2024-01-09 01:00:00,50.07,2.41,3.49,12.79,193.11,60.32,72.23,0.01,Piston,Zone B,0
2024-01-09 02:00:00,58.37,1.15,3.33,11.89,193.97,38.8,74.23,0.01,Piston,Zone C,0
2024-01-09 03:00:00,60.46,2.57,3.78,11.47,195.21,52.71,65.83,0.01,Centrifuge,Zone B,0
2024-01-09 04:00:00,54.91,4.03,3.64,12.46,196.31,48.68,79.78,0.01,Diaphragm,Zone B,0
2024-01-09 05:00:00,60.6,2.66,4.02,11.92,197.47,51.62,77.61,0.01,Centrifuge,Zone C,0
2024-01-09 06:00:00,60.29,2.15,4.15,13.69,198.18,66.51,72.74,0.01,Centrifuge,Zone C,0
2024-01-09 07:00:00,54.11,3.93,3.65,13.23,199.0,80.38,63.84,0.01,Centrifuge,Zone B,0
2024-01-09 08:00:00,68.06,2.67,3.65,17.33,199.52,33.67,72.01,0.02,Diaphragm,Zone A,3
2024-01-09 09:00:00,61.34,,3.61,12.76,200.13,59.84,,0.01,Centrifuge,Zone B,0
2024-01-09 10:00:00,62.92,3.15,3.74,,200.9,48.44,72.57,0.01,Diaphragm,Zone A,0
2024-01-09 11:00:00,73.04,3.77,3.53,18.79,201.46,60.48,77.95,0.02,Centrifuge,Zone B,3
2024-01-09 12:00:00,48.11,,3.5,12.38,202.56,59.57,,0.01,Piston,Zone A,0
2024-01-09 13:00:00,49.02,3.83,4.1,12.61,204.06,64.1,80.24,0.01,Centrifuge,Zone B,0
2024-01-09 14:00:00,68.47,4.16,4.26,19.19,204.66,52.85,72.03,0.03,Piston,Zone A,3
2024-01-09 15:00:00,54.03,2.49,2.75,12.45,205.98,41.1,68.55,0.01,Diaphragm,Zone C,0
2024-01-09 16:00:00,53.25,1.97,3.51,14.7,206.6,59.28,82.0,0.01,Piston,Zone A,0
2024-01-09 17:00:00,75.93,3.06,3.16,11.92,207.77,77.58,90.87,0.01,Diaphragm,Zone A,1
2024-01-09 18:00:00,52.85,,3.34,12.94,208.92,47.66,67.73,0.01,Diaphragm,Zone B,0
2024-01-09 19:00:00,55.85,1.92,3.7,11.53,210.32,45.24,70.42,0.01,Centrifuge,Zone B,0
2024-01-09 20:00:00,55.44,2.82,3.83,12.79,210.93,60.06,73.18,0.01,Diaphragm,Zone B,0
2024-01-09 21:00:00,,3.4,3.44,12.94,211.75,66.03,69.25,0.01,Centrifuge,Zone C,0
2024-01-09 22:00:00,50.92,3.36,2.54,12.36,212.34,38.05,70.67,0.01,Centrifuge,Zone B,0
2024-01-09 23:00:00,57.5,3.5,3.02,,213.25,56.22,65.91,0.02,Diaphragm,Zone B,0
2024-01-10 00:00:00,51.14,3.29,3.95,11.12,214.66,46.28,61.57,0.01,Centrifuge,Zone A,0
2024-01-10 01:00:00,55.11,2.49,2.13,11.51,215.94,35.33,70.53,,Centrifuge,Zone B,0
2024-01-10 02:00:00,55.07,2.49,,12.21,217.16,51.48,70.7,0.01,Centrifuge,Zone A,0
2024-01-10 03:00:00,58.94,1.8,3.76,12.88,218.2,41.67,72.64,0.01,Centrifuge,Zone B,0
2024-01-10 04:00:00,70.9,4.78,4.16,12.18,219.58,34.22,67.12,0.01,Centrifuge,Zone C,0
2024-01-10 05:00:00,50.49,3.01,3.4,13.29,220.53,42.18,63.3,0.01,Centrifuge,Zone B,0
2024-01-10 06:00:00,63.43,2.78,2.47,11.34,221.18,39.72,65.17,0.01,Centrifuge,Zone C,0
2024-01-10 07:00:00,79.79,2.07,3.72,10.86,222.52,68.15,96.9,0.01,Diaphragm,Zone B,1
2024-01-10 08:00:00,56.97,13.89,5.97,,223.3,36.74,98.64,0.01,Centrifuge,Zone B,2
2024-01-10 09:00:00,63.98,1.93,3.96,11.92,223.85,46.05,67.79,0.01,Piston,Zone B,0
2024-01-10 10:00:00,57.82,2.57,3.17,12.54,224.48,42.87,68.44,,Piston,Zone B,0
2024-01-10 11:00:00,50.91,3.42,3.54,11.97,225.58,53.76,66.9,0.01,Centrifuge,Zone A,0
2024-01-10 12:00:00,51.42,3.6,3.23,11.66,226.69,55.94,66.53,0.01,Centrifuge,Zone A,0
2024-01-10 13:00:00,57.1,3.96,3.09,11.93,227.45,52.6,65.64,0.01,Centrifuge,Zone A,0
2024-01-10 14:00:00,48.85,4.81,3.98,12.03,228.68,47.65,77.0,0.01,Piston,Zone C,0
2024-01-10 15:00:00,52.55,3.51,2.9,11.7,229.95,47.38,73.4,0.01,Diaphragm,Zone A,0
2024-01-10 16:00:00,50.9,1.94,3.05,11.8,231.37,41.63,76.24,0.01,Diaphragm,Zone B,0
2024-01-10 17:00:00,46.91,2.74,2.95,11.6,232.46,41.87,77.25,0.01,Piston,Zone B,0
2024-01-10 18:00:00,60.72,3.31,2.75,12.86,233.74,,58.25,0.01,Piston,Zone B,0
2024-01-10 19:00:00,53.34,5.07,3.57,12.19,234.99,32.4,71.72,0.01,Piston,Zone B,0
2024-01-10 20:00:00,68.66,1.6,4.08,17.87,235.75,49.19,67.07,0.03,Diaphragm,Zone A,3
2024-01-10 21:00:00,52.4,13.26,6.37,12.16,236.56,46.76,96.6,0.01,Piston,Zone C,2
2024-01-10 22:00:00,49.19,3.18,2.75,,237.54,55.99,66.29,0.01,Piston,Zone C,0
2024-01-10 23:00:00,57.97,3.84,3.92,14.67,238.06,35.75,64.73,0.01,Centrifuge,Zone B,0
2024-01-11 00:00:00,51.04,2.9,4.34,12.41,238.85,50.12,62.83,0.01,Piston,Zone C,0
